,Neg_Word,Neg_Count,Pos_Word,Pos_Count,Neg_feature,Neg_Count_feat,Pos_feature,Pos_Count_feat,Neg_feature_brand,Neg_Count_feat_brand,Pos_feature_brand,Pos_Count_feat_brand,Neg_Word_brand,Neg_Count_brand,Pos_Word_brand,Pos_Count_brand
904,etc,10.0,ebay,2, retains,17.0, answering,14.0,secure,2.0,ago,14.0, dlna,9.0, keyboard,34.0
905,matter,9.0,yeah,8, onstar,5.0, 70,8.0,to,2.0,si,2.0, streamingband,2.0, onetouch,1.0
906,greatestfalls,1.0,know,5, adjustable,127.0,ergonomic,2.0,handsfree,1.0,act,1.0, wcdma,7.0, facebook,2.0
907,holder,10.0,wah,2, chime,5.0, bluetoothequipped,1.0,exactly,3.0,extra,9.0, umts,2.0, myspace,1.0
908,air,5.0,waaaaahhhhh,1, rap,5.0, walk,2.0,huge,1.0,figure,3.0,camera,1.0, share,2.0
909,vent,9.0,seriously,7, featureprewired,5.0, stay,56.0,passed,1.0,headache,1.0, internal,9.0, streaming,6.0
910,mounted,10.0,seenexperienced,1, aswc1,10.0, inheadset,1.0,excelent,7.0,itbut,1.0, external,2.0, service,24.0
911,abler,1.0,shocked,3, harness,5.0, edr,13.0,able,2.0,wuality,1.0, plan,4.0, instant,6.0
912,engineer,1.0,fact,12, sold,264.0, earhook,50.0,change,2.0,held,6.0,classic,31.0, android,101.0
913,trusted,1.0,powerful,23, separately,243.0, improved,70.0,hook,1.0,un,1.0, upgraded,31.0, slideout,15.0
914,training,1.0,impression,2, 4125,2.0, form,130.0,braking,1.0,aware,1.0, mics,31.0, wifi,47.0
915,absolutely,5.0,everyone,7, inch,103.0, reversible,1.0,placing,1.0,backup,6.0, prompt,60.0, download,5.0
916,difference,19.0,peace,13, package,159.0, wearing,53.0,move,1.0,tiny,5.0, note,37.0, apps,19.0
917,strength,15.0,96am,1, contains,61.0, 3way,3.0,fish,1.0,charm,2.0, issue,31.0, google,30.0
918,thanks,4.0,9pm,1, individual,3.0, calling,430.0,land,1.0,silver,3.0, solution,31.0,be,6.0
919,prime,2.0,reading,28,quick,9.0, start,99.0,press,1.0,edition,1.0, previously,31.0, prepared,6.0
920,outofpocket,1.0,those,2, bracket,23.0, end,87.0,earphone,1.0,loved,9.0, paired,42.0, loses,6.0
921,3001xxxx,1.0,together,14, rotates,10.0, hold,259.0,caller,1.0,slick,3.0, off,31.0,cpu,35.0
922,actual,9.0,text,57, 180,5.0, blue,349.0,blue,2.0,profile,1.0, status,100.0, dualcore,41.0
923,db,7.0,3pm,1, attache,21.0, light,572.0,tooth,1.0,screen,15.0, steadily,93.0, ghz,58.0
924,number,3.0,so,48,improves,9.0, notify,1.0,mostly,1.0,served,2.0, lit,93.0, swift,35.0
925,cellphone,10.0,1127,1, cellphone,100.0, embedded,38.0,series,2.0,nicely,1.0, wait,31.0, arm,36.0
926,boost,18.0,camping,17, adhered,35.0, higher,37.0,comfy,1.0,pocket,8.0, on,40.0, v7based,35.0
927,desired,2.0,noted,15, window,26.0, bluetoothenabled,11.0,easy,1.0,youre,4.0, hear,62.0, gpu,36.0
928,rural,3.0,recalibrating,1, drilling,9.0, 130,1.0,inexpensive,2.0,rocking,1.0, searching,31.0, powervr,35.0
929,area,12.0,process,17, required,58.0, specifically,44.0,multi,1.0,flipphone,1.0, nike,15.0, sgx,35.0
930,git,1.0,etc,71, adhesive,148.0, x,116.0,dollar,1.0,favorite,11.0, shoe,9.0, 543mp3,35.0
931,caregiver,1.0,happens,8, onetime,9.0, 2018,12.0,fanciesill,1.0,crapped,1.0, receiver,10.0, triplecore,35.0
932,gimmick,1.0,husband,59, improves,34.0, 2017,10.0,garbled,2.0,upgraded,9.0, ipod,18.0, graphic,35.0
933,live,15.0,worn,9, adding,30.0, 58inch,10.0,software,5.0,reduction,1.0, nano,9.0, 3264,40.0
934,home,28.0,23,17, transfer,98.0, elegant,109.0,cut,1.0,road,4.0, printed,3.0, 2448,40.0
935,weak,16.0,result,32, visit,35.0, envelope,26.0,mad,1.0,wife,18.0, documentation,6.0, autofocus,46.0
936,of,1.0,boom,12, cellets,35.0, flip,185.0,loud,2.0,jaba,1.0, insert,3.0, flash,49.0
937,worthless,7.0,monthish,1, storefront,35.0, classy,10.0,clear,1.0,tab,8.0, custom,3.0, sensor,41.0
938,improvement,4.0,tried,125, website,53.0, great,370.0,butt,1.0,trash,2.0, pocket,3.0, accelerometer,36.0
939,campground,1.0,killing,2, detailed,50.0, xsiphone,30.0,clip,2.0,sincs,1.0, beneath,3.0, gyro,36.0
940,toy,1.0,recharging,13,3layer,1.0, wallet,44.0,flop,1.0,cut,3.0, insole,3.0, proximity,36.0
941,hauler,1.0,6000mah,1, silicon,8.0, id,126.0,comfortable,2.0,bar,3.0, connector,5.0, compass,35.0
942,mororola,1.0,23x,1, lining,15.0, credit,38.0,85,1.0,cool,4.0, 2nd,6.0, nonremovable,35.0
943,razr,4.0,swelling,2, shell,51.0, card,1174.0,twoway,1.0,very,1.0, necessary,3.0, lipo,35.0
944,maxx,2.0,sudden,3, shock,117.0, eliminated,10.0,security,1.0,revised,1.0, now,3.0, 1510,35.0
945,fequency,1.0,inconvenient,1, guard,22.0, out,87.0,9,1.0,11116,1.0, workout,9.0, 573,35.0
946,but,8.0,outside,68, popopen,1.0, look,312.0,hr,1.0,feedback,3.0, run,3.0, wh,35.0
947,reason,19.0,mic,22, landscape,11.0, occasion,10.0,shift,1.0,distortion,2.0, walk,3.0,front,2.0
948,shape,6.0,rate,24, viewing,59.0, softer,10.0,feather,1.0,show,1.0, sends,3.0, glass,13.0
949,a,25.0,exchange,17, reinforced,3.0, rubbery,10.0,forget,2.0,phoned,1.0, tracking,3.0, digitizer,3.0
950,protects,15.0,honest,45, bumper,22.0, premium,1909.0,h730,1.0,interference,1.0, pace,3.0, repair,2.0
951,otterbox,14.0,spoken,6, drop,48.0, pu,28.0,extended,1.0,bothering,2.0, calorie,3.0, tool,11.0
952,continues,2.0,contacting,2, raised,18.0, completely,195.0,particularly,1.0,host,1.0, burned,3.0, shipped,2.0
953,exceed,1.0,told,40, placed,1.0, dirt,208.0,dependable,1.0,featureset,1.0, choose,23.0, fitted,1.0
954,expectation,4.0,fraction,10, down,2.0, job,10.0,plantronics,1.0,speaker,44.0, spoken,3.0, silicone,2.0
955,continue,2.0,store,61, cutout,48.0, protecting,33.0,legend,1.0,complain,2.0, feedback,3.0, scuff,1.0
956,family,6.0,useful,54, allow,58.0, well,21.0,h55,1.0,reverberation,1.0, alert,3.0, wear,1.0
957,built,8.0,guide,6, adamant,1.0, slim,259.0,h600,2.0,echo,2.0, milestone,3.0, tear,1.0
958,screensaver,1.0,handout,2, red,10.0, hand,110.0,performs,2.0,they,1.0, back,3.0, tailored,1.0
959,doe,2.0,wonder,9, pitch,1.0, feeling,43.0,730,2.0,themselves,1.0, computer,18.0, ship,26.0
960,leaf,1.0,choice,21, valiant,1.0, wristlet,10.0,loudness,1.0,believe,4.0, website,3.0, shown,1.0
961,exposed,4.0,x,10, white,95.0, everywhere,20.0,wasted,1.0,previous,4.0, there,3.0,android,11.0
962,dustproof,1.0,headphone,85,featuring,2.0, wrist,15.0,h700,1.0,jabra,11.0, evaluate,3.0, 22powered,2.0
963,samgung,1.0,adaptor,7, rubberized,21.0, cutout,205.0,mike,1.0,freeway,4.0, history,3.0, 37inch,1.0
964,defender,1.0,earphone,19, outer,46.0, precise,187.0,awasome,1.0,performed,2.0, set,3.0, redesigned,1.0
965,series,4.0,selfie,2, coating,46.0, cutting,85.0,meet,1.0,christmas,3.0, goal,3.0, multitasking,2.0
966,care,6.0,returned,38, sure,2.0, max2u,10.0,pointless,1.0,is,4.0, challenge,3.0, advanced,57.0
967,pictured,4.0,smartphone,40, ease,10.0, eshop,10.0,samsung,6.0,refered,1.0, runner,3.0, social,6.0
968,shipped,8.0,pay,50, element,24.0, detailsquotquoturlquotquotgppromotionsdetailspopupafyl5hpcipfizquotquotheightquotquot600quotn,10.0,tab,2.0,son,11.0, virtual,5.0, map,3.0
969,httpsimagesnasslimagesamazoncomimagesi51p4dmhyhhlss300jpg,1.0,homage,2, fashionable,9.0,note,6.0,pay,1.0,zero,1.0, race,3.0, navigation,28.0
970,hd,2.0,goodthe,2, attractive,15.0, perform,26.0,fault,2.0,install,2.0, requirement,3.0, prompted,1.0
971,hey,2.0,coverage,44, keep,50.0, dusty,6.0,26,1.0,factory,4.0, 90,3.0, turnbyturn,15.0
972,bar,21.0,gotten,22, shape,38.0, environment,35.0,slow,7.0,2012,1.0, available,11.0, hotspot,2.0
973,deer,1.0,talk,61,protective,3.0, read,169.0,a,5.0,honda,1.0, mac,6.0, internal,27.0
974,blind,1.0,data,66, v3c,4.0, tab,120.0,chargerand,1.0,cancellation,4.0, o,5.0, preloaded,1.0
975,distance,3.0,correctly,11, protective,120.0, layer,226.0,voilathe,1.0,visor,6.0, 1039,3.0, wirelessn,1.0
976,nearest,1.0,mm,6,material,8.0, performing,7.0,skeptical,1.0,end,3.0, later,3.0, networking,14.0
977,site,7.0,either,16, snugly,12.0, an,7.0,charm,1.0,just,1.0, window,3.0, 5megapixel,13.0
978,bobught,1.0,carrier,21, cushion,27.0, absolute,2.0,highly,1.0,reordered,1.0, 2000,3.0, 95,1.0
979,luck,4.0,activity,11, sturdy,38.0, d,6.0,garbage,2.0,assume,2.0, sp4,3.0, released,17.0
980,evices,1.0,exercising,5, polycarbonate,120.0, lite,3.0,existing,1.0,defective,6.0, xp,3.0, august,1.0
981,ihave,1.0,girl,7, absorb,14.0, owner,2.0,812,1.0,12,1.0, professional,3.0, 2010,10.0
982,al,1.0,tiny,28, deflect,8.0, gameplay,2.0,longer,2.0,unplugged,3.0, sp2,3.0, rechargeable,52.0
983,android,11.0,wrist,38, stop,27.0, destroy,2.0,appears,1.0,5,24.0, account,3.0, hard,7.0
984,smartphone,8.0,watch,76, dirt,56.0, one,248.0,shipped,3.0,reviewer,1.0, pin,31.0, made,7.0
985,waist,2.0,band,86, lint,9.0, always,16.0,depends,1.0,roadster,18.0, ecc1dp0ubegsta,31.0, plastic,5.0
986,snake,1.0,moto,20, clogging,8.0, fresh,7.0,specific,1.0,roll,1.0, tablet,93.0, perfect,89.0
987,oil,1.0,360,11, selfadhesive,9.0, ds,2.0,base,1.0,royce,1.0, also,33.0, droid,37.0
988,nowadays,1.0,mention,8, scrape,29.0, lcd,305.0,fast,1.0,average,1.0, travelwall,31.0, a955,1.0
989,point,3.0,silicone,14, covered,13.0, dust,307.0,enough,1.0,highway,1.0, directly,33.0, cutout,6.0
990,age,2.0,initial,11, looking,17.0, eliminate,28.0,correctly,1.0,speed,4.0,includes,1.0, needed,5.0
991,camping,4.0,feeling,26, got,8.0, glare,107.0,ready,1.0,poor,7.0, spn5504a,19.0, snapon,1.0
992,expedition,1.0,compliment,10, it,158.0, panel,158.0,snapped,1.0,user,4.0, ecomoto,1.0,droiddroid,1.0
993,later,4.0,mentioned,10,formfitting,9.0, tough,82.0,damaged,2.0,deserves,1.0, skn6378a,1.0, mount,6.0
994,sorry,9.0,avoid,12, perfectly,54.0, transparent,54.0,port,3.0,cancelling,2.0, enables,3.0, 35,6.0
995,short,21.0,sweat,11, protects,135.0, clean,157.0,nop,1.0,hears,1.0,rapidconnect,9.0, connection,91.0
996,backlight,1.0,leather,42, bump,63.0, unscratched,9.0,function,1.0,clearer,3.0, closed,9.0, auxiliary,1.0
997,permanently,3.0,2nd,12, bulk,74.0,comfortable,5.0,originaland,1.0,fm,5.0, hook,20.0, internet,2.0
998,clearly,4.0,buckle,15, crafted,3.0, longer,15.0,v,1.0,modulator,3.0, rest,9.0,3genabled,1.0
999,labeled,1.0,stick,39, animalfriendly,1.0, store,255.0,jammed,1.0,transfer,3.0, securely,9.0, berry,1.0
1000,serviceable,1.0,flat,28, synthetic,14.0, take,70.0,school,1.0,middle,5.0, dualmics,9.0, mauve,1.0
1001,fuse,2.0,stiffness,6, pebble,1.0,affordable,14.0,irritation,1.0,nowhere,1.0, cancel,9.0, typing,1.0
1002,velcro,10.0,attached,36, useful,12.0, silver,176.0,reordered,1.0,standing,2.0, background,11.0, textpicturevideo,1.0
1003,strip,2.0,very,9, hidden,12.0, earloop,25.0,perfectly,2.0,channel,1.0, connected,33.0, tmobiles,7.0
1004,completely,12.0,folk,9, builtin,50.0, easytouse,66.0,leaving,1.0,overpower,1.0, level,48.0, gpsenabled,7.0
1005,unable,12.0,hole,36, card,547.0, redial,115.0,somewhere,1.0,drive,5.0, ccmaccessories,11.0, telenav,1.0
1006,adhesive,6.0,slack,3, slot,100.0, quickpair,9.0,september,1.0,metropolitan,1.0, lanyard,11.0, 20megapixel,3.0
1007,strong,9.0,enough,28, standardsize,1.0, rechargeable,140.0,muddled,1.0,loses,2.0,guaranteed,6.0, 16,59.0
1008,enough,6.0,attractive,9, interior,29.0, freedom,6.0,late,2.0,smartphones,7.0, lgip340nv,1.0, calendar,2.0
1009,trip,23.0,effort,17, gently,1.0, roam,7.0,shape,1.0,tablet,9.0, cosmos,2.0, notepad,1.0
1010,depot,1.0,packaging,22, cushioned,2.0, meter,29.0,background,1.0,gadget,1.0, vn250,1.0, 55,3.0
1011,tomorrow,3.0,elaborate,2,enhance,11.0, 1st,10.0,please,1.0,add,5.0, octane,7.0,holster,2.0
1012,morning,8.0,prefer,18, cellular,96.0, gen,44.0,made,1.0,capability,4.0, vn530,1.0, swivel,1.0
1013,higher,3.0,wrapping,4, sending,33.0, 16gb4gb8gb,5.0,average,1.0,google,6.0, recommended,28.0, mb810,1.0
1014,ultimate,2.0,realized,12, receiving,11.0, 16gb8gb,5.0,helped,1.0,map,1.0, drain,28.0, xtreme,1.0
1015,insulin,1.0,preferable,2, static,26.0, 16gb32gb,5.0,restore,1.0,direction,2.0, especially,28.0, shadow,1.0
1016,pump,5.0,impressed,36, interference,14.0, 3rd,33.0,break,1.0,this,9.0, discharging,28.0,color,1.0
1017,anima,1.0,junk,24, dropped,82.0, 10gb15gb20gb30gb40gb,5.0,easily,1.0,note,9.0, cycle,28.0,custom,1.0
1018,ping,1.0,youll,38, analog,11.0, 4th,56.0,60,2.0,half,8.0, greatly,28.0, cellphone,1.0
1019,worst,16.0,imported,2, triband,11.0, 20gb20gb,5.0,smartphone,1.0,press,5.0, improve,50.0, shield,2.0
1020,clip,38.0,stock,20, cordless,37.0, display30gb,5.0,keypad,1.0,take,7.0, overall,28.0, unwanted,2.0
1021,loosens,1.0,strap,50, stray,11.0, display40gb40gb,5.0,enjoys,1.0,hang,5.0, see,132.0, resistance,1.0
1022,disturbing,1.0,bolted,2, radiation,38.0, photo60gb,5.0,mfi,1.0,will,1.0, description,132.0, erosion,1.0
1023,manner,2.0,side,32, reradiates,11.0, display60gb,5.0,approved,1.0,connects,7.0, replaced,2.0, fingerprint,1.0
1024,which,3.0,leaf,8, simple,105.0, photo,56.0,ihome,1.0,breaking,3.0, door,11.0, nonadhesive,1.0
1025,perfect,6.0,ability,17, peel,13.0, exercise,32.0,claim,3.0,ot,1.0,simply,1.0, backing,1.0
1026,slide,12.0,rest,28,improved,4.0, soundtrack,19.0,bebuy,1.0,connector,3.0, slip,1.0, leave,1.0
1027,dosing,1.0,straight,22, tablet,174.0, ultimate,126.0,rough,2.0,mixed,3.0, highest,1.0, sticky,1.0
1028,or,4.0,pressing,8, compatibility,246.0, workout,44.0,condition,2.0,told,4.0, styling,1.0, residue,2.0
1029,reading,6.0,underside,2, auto,81.0, duo,19.0,boy,1.0,con,4.0, bold,2.0, blemish,44.0
1030,vibe,1.0,pro,56, cigarette,28.0, mp3cell,15.0,intented,1.0,unresponsive,1.0, sexy,1.0, repelling,1.0
1031,universal,3.0,people,103, lighter,29.0, sport,133.0,scary,1.0,institution,1.0, hot,1.0,onetouch,1.0
1032,flip,12.0,sized,26, heavyduty,4.0, armband,195.0,knowing,1.0,online,4.0, low,1.0, daily,1.0
1033,dad,9.0,men,2, rare,4.0, protected,208.0,letter,1.0,difficulty,1.0, profile,2.0, briefing,1.0
1034,somewhat,6.0,system,31, amp,474.0, velcro,41.0,diferent,1.0,unlock,3.0, 6in1,1.0, picture,2.0
1035,unbalanced,1.0,latch,7, indication,10.0, versatility,113.0,careful,1.0,delivered,7.0, pack,7.0, movie,12.0
1036,secure,6.0,inserting,3, ft,74.0, carrying,101.0,net,1.0,promised,4.0, stylus,2.0, gallery,1.0
1037,hotsynch,1.0,replace,59, cord,42.0, way,21.0,technology,3.0,variable,1.0, colour,1.0, dock,10.0
1038,palm,3.0,done,20, mounting,115.0, doublefolding,5.0,io,2.0,result,2.0,androidpowered,1.0, fascinate,3.0
1039,treo,1.0,unfortunate,3, option,40.0, snugly,49.0,old,3.0,texas,1.0, bronze,1.0, mesmerize,2.0
1040,computer,8.0,classic,14, screw,53.0, largest,8.0,apps,7.0,air,2.0, 38inch,1.0, horizontally,1.0
1041,soft,4.0,metal,66, velcro,10.0, arm,189.0,unusable,1.0,conditioning,1.0, physical,2.0, viewing,3.0
1042,surface,12.0,elegant,4, wired,15.0, run,65.0,powerscreen,1.0,blast,1.0, motoblur,2.0, angle,1.0
1043,gadget,5.0,surprisingly,8, flip,54.0, ride,19.0,frustrating,1.0,9,5.0, social,4.0, ecrd985begsta,1.0
1044,glass,20.0,blend,5, numerous,4.0, lift,20.0,happier,1.0,boiling,1.0, backtrack,1.0,samsung,108.0
1045,shelf,2.0,obtrusive,2, clamshell,6.0, missing,34.0,deal,2.0,heat,3.0, touchpad,1.0, i500,1.0
1046,nearing,1.0,unfortunately,31, see,135.0, favorite,28.0,overall,3.0,traffic,2.0, tmobiles,4.0, autodetect,1.0
1047,death,2.0,tylt,2, list,4.0, tune,115.0,nice,1.0,combined,1.0, fast,6.0, landscape,1.0
1048,longerand,1.0,shiny,6, below,4.0, upper,32.0,far,3.0,ac,3.0, sharing,6.0, docked,3.0
1049,stolen,2.0,silver,12, cradle,57.0, circumference,30.0,disappointment,1.0,proved,2.0, site,2.0, search,12.0
1050,sigh,2.0,bolt,12, convoy,6.0, 9,94.0,71,1.0,manage,2.0, 3megapixel,4.0, fully,2.0
1051,volume,19.0,sharp,12, revere,3.0, inch,210.0,80,1.0,sounded,1.0, corporate,2.0, adjustable,29.0
1052,uggg,1.0,somewhat,20, pantech,11.0, 275w,7.0,download,1.0,faint,1.0, extended,2.0, multiangle,1.0
1053,awhile,7.0,sporty,4, breeze,11.0, x75d,5.0,none,1.0,dash,1.0, august,1.0, neck,35.0
1054,how,2.0,silicon,5, rugby,3.0, 45h,5.0,upgrade,3.0,meant,1.0, mhz,6.0, windshield,4.0
1055,digital,1.0,digital,14, zte,8.0, in,30.0,support,2.0,closer,1.0, 85090019002100,1.0, mounting,1.0
1056,constantly,13.0,casio,2, z222,3.0, 7w,14.0,twitterfreakin,1.0,vent,1.0, gprsedge,2.0, suction,2.0
1057,hear,30.0,timex,2, 440g,3.0, 2d,7.0,twitter,1.0,increased,1.0, 2560,1.0, cup,1.0
1058,robot,1.0,classy,6, doro,3.0, 115h,5.0,run,1.0,mics,1.0, 1920,1.0,affordable,4.0
1059,reconnect,4.0,mistaken,3, phoneeasy,3.0,ultra,45.0,rebooted,1.0,clip,8.0, recording,5.0, cameracamcorderdisplay,2.0
1060,estimation,1.0,present,6, 618,3.0, low,83.0,straw,1.0,intended,1.0, preinstalled,1.0, size,23.0
1061,finally,8.0,consideration,3,includes,5.0, profile,61.0,respond,1.0,management,2.0, myspace,1.0, 34,6.0
1062,blown,1.0,justifies,2, location,35.0, formfitting,55.0,voicemail,2.0,greatly,1.0, twitter,1.0, 1000contact,6.0
1063,blueant,3.0,premium,6, buzzer,1.0, back,194.0,cracked,1.0,reduced,1.0,durable,2.0, html,4.0
1064,dodgy,1.0,suitable,8, allowing,65.0, textured,55.0,temper,1.0,tolerable,1.0, stylish,4.0, 360,8.0
1065,trash,15.0,sport,6, page,18.0, grip,551.0,incident,1.0,receiving,5.0, blackberry,9.0, october,6.0
1066,beep,3.0,wrap,5, misplaced,1.0, tactile,7.0,32gb,1.0,24,3.0, rim,2.0, affordable,4.0
1067,meeting,3.0,lock,15, sixlevel,1.0, conveniently,14.0,make,3.0,larger,3.0, calcomp,2.0, slim,6.0
1068,sounded,2.0,snug,32, range,112.0, s4s,1.0,formidable,1.0,most,1.0, casio,2.0, browsing,3.0
1069,darth,1.0,expand,5, echocancellation,1.0, front,7.0,player,1.0,portion,1.0, danger,2.0, multimedia,8.0
1070,vader,1.0,itll,15, enhance,8.0, raised,55.0,dy,2.0,sleek,2.0, hp,4.0, 17002100,2.0
1071,missed,2.0,bumper,15, superb,6.0, recess,1.0,20,1.0,rounded,1.0, palm,2.0, 288,7.0
1072,unhappy,5.0,adjustable,15, 240,16.0, placed,10.0,often,2.0,corner,3.0, htc,2.0, 800mah,4.0
1073,blame,3.0,matte,9, charged,139.0, down,3.0,realize,1.0,attractive,3.0, huawei,2.0, ab463446babstd,2.0
1074,party,3.0,match,16, status,156.0, frosted,6.0,sister,2.0,gray,1.0, kyocera,2.0, rating,2.0
1075,sad,5.0,paid,49, half,1.0, jet,7.0,law,1.0,rechargeable,1.0, nokia,8.0, 37v,84.0
1076,roadster,3.0,warehouse,6, immediate,1.0, scarlet,6.0,convinced,1.0,included,2.0, pantech,2.0, connects,25.0
1077,the,5.0,damn,3,heavy,4.0, red,28.0,manufactured,1.0,23,1.0, pcd,2.0, hdtv,3.0
1078,replaced,21.0,bunch,16, duty,26.0,oem,19.0,po,2.0,usually,2.0, sanyo,2.0, station,10.0
1079,too,11.0,stash,2, vertical,36.0, equipment,9.0,facing,1.0,you,15.0, sharp,2.0, hdmi,7.0
1080,stuck,10.0,them,105, hookandloop,17.0, br50,11.0,shortly,1.0,simultaneously,2.0, sony,3.0, sold,31.0
1081,nothing,5.0,eventually,27, fastener,21.0, lithium,120.0,fixed,2.0,speakerphone,5.0, ericsson,4.0, separately,6.0
1082,rarely,3.0,example,10, snug,15.0, ion,119.0,appearance,1.0,status,2.0, utstarcom,2.0, 32inch,1.0
1083,cycling,1.0,slip,32, fitting,40.0, liion,288.0,keyboard,1.0,can,2.0, zte,2.0, youtube,1.0
1084,end,3.0,verizon,45, sleek,32.0, loss,48.0,log,1.0,course,3.0, automatic,2.0, wealth,1.0
1085,awful,10.0,then,14, absorption,12.0, microchip,21.0,wifi,1.0,standby,3.0, adjust,2.0, location,7.0
1086,failing,1.0,contract,8, gift,16.0, lengthens,14.0,account,5.0,mode,2.0, initial,2.0, 80211bg,1.0
1087,costco,2.0,fee,5, friend,31.0,razorthin,1.0,ii,1.0,forgets,1.0, singlemic,2.0, 32megapixel,2.0
1088,sell,13.0,lack,17, family,35.0, aircraft,2.0,1980s,1.0,automatically,4.0, crisp,2.0, 208,1.0
1089,limited,7.0,durability,8,connect,4.0, mpeg4,7.0,multiple,5.0,detects,1.0, conversation,3.0, ally,1.0
1090,selection,1.0,device,374, pclaptop,15.0, builtin,154.0,mode,4.0,motion,1.0, distinctive,2.0, wallusb,4.0
1091,test,6.0,resulted,3, manage,18.0,handy,2.0,cycle,1.0,door,1.0, reducing,1.0, gmail,1.0
1092,stuff,9.0,failure,2, backup,7.0, synccharging,2.0,line,1.0,closing,2.0, a2dp,4.0, slider,1.0
1093,happens,7.0,paring,2, phonebook,14.0, zune,6.0,mute,1.0,highest,2.0, taking,1.0, photo,10.0
1094,speakerphone,6.0,raising,3, ring,32.0, medium,106.0,something,1.0,flawlessly,4.0, 168,1.0, recorder,3.0
1095,rare,1.0,depending,21, toneslogo,2.0, ideal,53.0,ugh,1.0,g,1.0, 7,5.0, 81,1.0
1096,forgotten,1.0,chevrolet,2, etc,17.0, replacement,241.0,trouble,3.0,iphone,33.0, aftermarket,1.0, filtering,2.0
1097,beginning,3.0,pickup,5, internet,81.0, longlasting,2.0,worth,5.0,6,13.0, 3000mah,1.0, dictate,49.0
1098,reliably,2.0,wire,47, software,44.0, construction,71.0,16gb,1.0,0000,1.0,ha,2.0, message,49.0
1099,keep,1.0,splicing,2, driver,47.0, 325,36.0,commplaints,1.0,pas,1.0, answer,2.0, motospeak,49.0
1100,disconnect,5.0,1991,4,compact,4.0, backed,4.0,returneddidnt,1.0,code,5.0, sleek,2.0, application,6.0
1101,imaginable,1.0,gmc,3, tip,8.0,perfect,68.0,heck,1.0,prompt,5.0, can,2.0, 22,16.0
1102,resolve,3.0,sonoma,2, eliminating,2.0, 88,61.0,fairly,1.0,responds,1.0,5mp,2.0, transmitter,2.0
1103,bt,2.0,style,37, carry,45.0, plus77this,8.0,proud,1.0,command,1.0, 23,2.0, stream,3.0
1104,avoid,2.0,crossover,2, modelspecific,1.0, devicesthats,9.0,could,1.0,example,3.0, gingerbreadsim,2.0, onexit,2.0
1105,hang,3.0,model,101, select,105.0, made,172.0,semifunctional,1.0,ignore,1.0, minisim,2.0, out,2.0
1106,cb,1.0,seems,4, kindle,1.0, materialmore,8.0,fantastic,1.0,access,3.0, 40in,2.0, week,2.0
1107,polaris,1.0,s10s15,2, igo,7.0, wearresisting,14.0,upgraded,1.0,contact,9.0, qhd,3.0,fit,1.0
1108,ranger,1.0,gm,2, everywhere15,1.0, resistanceenhancing,8.0,exceeded,1.0,announce,3.0, 960,2.0, finger,1.0
1109,crew,1.0,42018,2, auto15,1.0, antiinterference,24.0,exception,1.0,recognition,1.0, 540,2.0, print,1.0
1110,described,69.0,possible,8, elite,1.0, abilityhigh,9.0,tenfold,1.0,stored,2.0, speech,2.0,28inch,1.0
1111,falling,14.0,science,3, everywhere,4.0, treatment,10.0,motherinlaw,1.0,aux,1.0, sm,2.0, lcd,18.0
1112,stop,9.0,increased,10, dualpower,1.0, improve,330.0,teenage,1.0,jack,2.0, etc,2.0, quad,2.0
1113,risk,4.0,where,3, interchangeable,37.0, efficiency,69.0,anymore,3.0,pause,1.0, 1930,2.0, band,10.0
1114,sharp,4.0,split,12, rapidly,1.0, meantime,8.0,amazing,1.0,resume,1.0, polymer,2.0, 85090018001900mhz,1.0
1115,ruining,2.0,atom,4, virtually,16.0, highspeed,1722.0,be,2.0,done,1.0, 530,2.0, million,1.0
1116,loop,14.0,theyve,4, gadget,16.0, stability,41.0,spern,1.0,weve,1.0, min,2.0, resolution,3.0
1117,dig,2.0,mere,2, trickle,1.0, hurt,8.0,serving,1.0,quieter,1.0, stan,2.0, operation,1.0
1118,carefully,2.0,32,3, adaptor,23.0, machine,32.0,venezuela,1.0,sample,1.0, 400,2.0, 21,22.0
1119,pressure,4.0,dollar,24, configures,78.0, making,8.0,cdma,1.0,positive,2.0, networkgsm,1.0, eclair,1.0
1120,this,37.0,molecule,4, regulates,1.0, 103,14.0,provider,2.0,implied,1.0, networkhsdpa,1.0, galaxy,232.0
1121,ripped,7.0,fannypack,2, voltage,142.0, later,61.0,wrote,1.0,recent,3.0, displaytypetft,1.0, tab,75.0
1122,saying,9.0,pack,56, adjust,12.0, we,13.0,quiero,1.0,impossible,1.0, capacitive,4.0, gtp1000,2.0
1123,b,2.0,pointy,2, proper,2.0, satisfication,8.0,comprar,1.0,verified,1.0, 16m,1.0,1,7.0
1124,fm,17.0,tissue,3, multivoltage,1.0, 724h,8.0,otro,1.0,badge,1.0, size480,1.0, processor,24.0
1125,coming,9.0,paper,12,official,1.0, online,29.0,obsolete,2.0,perfectly,25.0, 800,3.0, option,7.0
1126,bring,4.0,rapidly,5, licensed,19.0, standing,14.0,ground,1.0,audible,2.0, 40,4.0, huge,7.0
1127,bullsers,1.0,tear,9, very,13.0, by,20.0,swollen,2.0,favorable,1.0, ui,1.0, 4inch,7.0
1128,telling,3.0,of,16, popular,76.0,adapter,2.0,bien,2.0,straight,1.0, autorotate,1.0, oled,7.0
